ProductType,Model,Manufacturer
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
workstation,z230 tower workstation,hp
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
all in one,"imac14,2/a1419",apple
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
all in one,"imac14,2/a1419",apple
all in one,"imac14,2/a1419",apple
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
all in one,"imac14,2/a1419",apple
all in one,"imac14,2/a1419",apple
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
all in one,"imac14,2/a1419",apple
all in one,"imac14,2/a1419",apple
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
all in one,"imac17,1/a1419",apple
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
tablet,galaxy tab a (2016),samsung
